controller,timestamp,loop,q0,q1,q2,q3,q4,q5,qvel0,qvel1,qvel2,qvel3,qvel4,qvel5,target0,target1,target2,target3,target4,target5,cmd_pos0,cmd_pos1,cmd_pos2,cmd_pos3,cmd_pos4,cmd_pos5,cmd_vel0,cmd_vel1,cmd_vel2,cmd_vel3,cmd_vel4,cmd_vel5,u0,u1,u2,u3,u4,u5,hal_vel0,hal_vel1,hal_vel2,hal_vel3,hal_vel4,hal_vel5,hal_torq0,hal_torq1,hal_torq2,hal_torq3,hal_torq4,hal_torq5,err_norm,poll_ms,solve_ms,hal_write_ms,sleep_ms
pid,05:11:19.552,1,-89.997,-89.981,-0.062,-90.092,-59.256,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.997,-89.981,-0.062,-90.092,-50.0,-0.0,-89.997,-89.981,-0.062,-90.092,-54.618744,0.0,0.0,0.0,0.0,0.0,115.9314,0.0,0.0,0.0,0.0,0.0,4.637256000000001,0.0,-0.0481943,0.0068849,0.0137698,-0.0137698,0.0757339,-0.0206547,-0.009050549450435999,0.013073015872852,-0.013281074480908,-0.00012072649572900001,0.004173687423774,0.000810592185609,9.256,2.1146070002941997,0.3491629995551193,0.14022100003785454,17.455061999498866
pid,05:11:19.573,2,-89.997,-89.981,-0.062,-90.092,-59.254,-0.0,0.0,0.0,0.0,0.0,0.0984451303236701,0.0,-89.997,-89.981,-0.062,-90.092,-50.0,-0.0,-89.997,-89.981,-0.062,-90.092,-54.608343839758874,0.0,0.0,0.0,0.0,0.0,114.33555653333487,0.0,0.0,0.0,0.0,0.0,4.645656160241124,0.0,0.0206547,0.0619641,0.0206547,-0.0,0.0757339,-0.0068849,-0.008357020756916,0.012258119657965999,-0.013385103784935999,0.000810592185609,0.005277472527582001,0.001121031746055,9.253999999999998,1.9556279994503711,0.3573300000425661,0.15149800037761452,17.625968000174908
pid,05:11:19.593,3,-89.997,-89.981,-0.062,-90.092,-59.253,-0.0,0.0,0.0,0.0,0.0,0.04895084263094889,0.0,-89.997,-89.981,-0.062,-90.092,-50.0,-0.0,-89.997,-89.981,-0.062,-90.092,-54.59839252135181,0.0,0.0,0.0,0.0,0.0,113.92347909833808,0.0,0.0,0.0,0.0,0.0,4.654607478648188,0.0,-0.0550792,0.0275396,-0.0206547,-0.0,0.2822809,-0.0068849,-0.008218315018212,0.012986324786161999,-0.013922588522413999,-0.000327686202693,0.0038804945055750002,0.0009830586080790001,9.253,9.281089999603864,0.3159590005452628,0.13912899976276094,10.293710000041756
pid,05:11:19.614,4,-89.997,-89.981,-0.062,-90.092,-59.25,-0.0,0.0,0.0,0.0,0.0,0.14638782632975567,0.0,-89.997,-89.981,-0.062,-90.092,-50.0,-0.0,-89.997,-89.981,-0.062,-90.092,-54.58741427418613,0.0,0.0,0.0,0.0,0.0,113.75763157966867,0.0,0.0,0.0,0.0,0.0,4.662585725813869,0.0,-0.0275396,-0.0137698,-0.0137698,-0.0068849,4.6335377,-0.0206547,-0.008374358974254,0.011807326007178,-0.014026617826442,-0.000327686202693,0.007829975580138001,0.0008795787545970001,9.25,2.1659590001945617,0.32484800067322794,0.12970200077688787,17.60898599968641
pid,05:11:19.634,5,-89.997,-89.981,-0.062,-90.092,-59.199,-0.0,0.0,0.0,0.0,0.0,2.4987968459787173,0.0,-89.997,-89.981,-0.062,-90.092,-50.0,-0.0,-89.997,-89.981,-0.062,-90.092,-54.552526776343825,0.0,0.0,0.0,0.0,0.0,113.82933957055076,0.0,0.0,0.0,0.0,0.0,4.646473223656173,0.0,0.0068849,0.034424500000000004,-0.0206547,0.034424500000000004,7.5183108,0.0275396,-0.008651770451661999,0.012344810744656,-0.013593162392991999,-0.001086538461561,0.001534951159983,0.000586385836398,9.198999999999998,2.0435900005395524,0.29001500024605775,0.09072099965123925,17.63026299977355
pid,05:11:19.654,6,-89.997,-89.981,-0.062,-90.092,-59.064,-0.0,0.0,0.0,0.0,0.0,6.681665250637114,0.0,-89.997,-89.981,-0.062,-90.092,-50.0,-0.0,-89.997,-89.981,-0.062,-90.092,-54.475870076972484,0.0,0.0,0.0,0.0,0.0,113.54203063741386,0.0,0.0,0.0,0.0,0.0,4.588129923027516,0.0,-0.0757339,0.0550792,-0.0068849,0.0137698,7.1947205,-0.034424500000000004,-0.008599755799648,0.012327472527317999,-0.014009279609104,-0.0008623321123500001,0.0036045482296230003,0.001052045177067,9.064,1.9989419997727964,0.2769980001176009,0.08616600007371744,17.689856000288273
pid,05:11:19.674,7,-89.997,-89.981,-0.062,-90.092,-58.929,-0.0,0.0,0.0,0.0,0.0,6.69050760941478,0.0,-89.997,-89.981,-0.062,-90.092,-50.0,-0.0,-89.997,-89.981,-0.062,-90.092,-54.39936167977476,0.0,0.0,0.0,0.0,0.0,112.24288759023776,0.0,0.0,0.0,0.0,0.0,4.529638320225239,0.0,0.06884900000000001,-0.034424500000000004,-0.0,-0.0206547,6.9330943000000005,-0.0068849,-0.008981196581083999,0.012500854700698,-0.013818559218386,-0.002017857142899,0.0024317765568270004,0.0009830586080790001,8.929000000000002,1.9449609999355744,0.271941000391962,0.08003699986147694,17.749151000316488
pid,05:11:19.695,8,-89.997,-89.981,-0.062,-90.092,-58.786,-0.0,0.0,0.0,0.0,0.0,7.093855375517479,0.0,-89.997,-89.981,-0.062,-90.092,-50.0,-0.0,-89.997,-89.981,-0.062,-90.092,-54.31900614259863,0.0,0.0,0.0,0.0,0.0,110.79793142562983,0.0,0.0,0.0,0.0,0.0,4.46699385740137,0.0,-0.0550792,0.034424500000000004,-0.0068849,0.034424500000000004,6.9468641,0.0619641,-0.008513064712957999,0.011547252747108,-0.01274358974343,-0.00103479853482,0.0032596153846830003,0.0008795787545970001,8.786000000000001,1.9509610001477995,0.27434900039224885,0.08137000077113044,17.74189200023102
pid,05:11:19.715,9,-89.997,-89.981,-0.062,-90.092,-58.645,-0.0,0.0,0.0,0.0,0.0,6.994723343859686,0.0,-89.997,-89.981,-0.062,-90.092,-50.0,-0.0,-89.997,-89.981,-0.062,-90.092,-54.239792824429514,0.0,0.0,0.0,0.0,0.0,109.2666860478776,0.0,0.0,0.0,0.0,0.0,4.405207175570489,0.0,-0.0137698,0.0275396,-0.0275396,0.0068849,6.953749,-0.0275396,-0.008686446886338,0.012102075701924,-0.013922588522413999,-0.001172771672796,0.0033803418804120005,0.0008968253968440001,8.645000000000003,2.3644200000489946,0.695382000230893,0.111814000774757,16.930733000663167
pid,05:11:19.735,10,-89.997,-89.981,-0.062,-90.092,-58.503,-0.0,0.0,0.0,0.0,0.0,7.000777760799443,0.0,-89.997,-89.981,-0.062,-90.092,-50.0,-0.0,-89.997,-89.981,-0.062,-90.092,-54.16016931114817,0.0,0.0,0.0,0.0,0.0,107.05349473743168,0.0,0.0,0.0,0.0,0.0,4.3428306888518335,0.0,0.0,-0.0275396,0.0826188,-0.034424500000000004,7.022598,0.0206547,-0.00814896214886,0.011599267399122,-0.014460073259891999,-0.001310744810772,0.0026042429792970004,0.001431471306501,8.503,2.1712739999202313,0.41434800004935823,0.12831399999413406,17.321377999905962
pid,05:11:19.755,11,-89.997,-89.981,-0.062,-90.092,-58.366,-0.0,0.0,0.0,0.0,0.0,6.7471337756120695,0.0,-89.997,-89.981,-0.062,-90.092,-50.0,-0.0,-89.997,-89.981,-0.062,-90.092,-54.0831757638278,0.0,0.0,0.0,0.0,0.0,105.4627301419245,0.0,0.0,0.0,0.0,0.0,4.282824236172196,0.0,0.0,-0.0068849,-0.0,0.06884900000000001,6.4442664,0.0068849,-0.008200976800874,0.01283028083012,-0.013593162392991999,-0.001483211233242,0.0036907814408580005,0.0009830586080790001,8.366,2.1387750002759276,0.2957189999506227,0.2103690003423253,17.396765999365016
pid,05:11:19.775,12,-89.997,-89.981,-0.062,-90.093,-58.238,-0.0,0.0,0.0,0.0,-0.049545265545502114,6.341793989793995,0.0,-89.997,-89.981,-0.062,-90.092,-50.0,-0.0,-89.997,-89.981,-0.062,-90.09249899082184,-54.01086215413237,0.0,0.0,0.0,0.0,0.012411316386375649,104.71733353497685,0.0,0.0,0.0,0.0,0.0005010091781656456,4.227137845867631,0.0,0.0,0.0137698,-0.0413094,0.0619641,6.816051,-0.0206547,-0.008825152625042,0.012015384615234,-0.013385103784935999,-0.00043116605617500006,0.0017246642247000002,0.000586385836398,8.238000060694343,2.2204590004548663,0.40358800015383167,0.1321279996773228,17.144434999863734
