timestamp,move_id,target_type,controller,ik_solve_ms,fk_verify_ms,cmd_send_ms,ack_rtt_ms,wait_done_ms,total_ms,robot_exec_ms,robot_n_loops,robot_avg_poll_ms,robot_avg_solve_ms,robot_avg_hal_write_ms,robot_avg_sleep_ms,pos_error_mm,joint_error_deg,target_j0,target_j1,target_j2,target_j3,target_j4,target_j5,solved_j0,solved_j1,solved_j2,solved_j3,solved_j4,solved_j5,final_j0,final_j1,final_j2,final_j3,final_j4,final_j5
05:52:02.771,1,joints,pid,0.0,0.0,4.103,4.093,6084.163,6088.283,6060.51,294,0.0,0.347,0.0,0.0,0.0,1.021,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.3,111.401,-90.095,-90.526,-0.996
05:52:08.884,2,joints,pid,0.0,0.0,7.167,7.157,6091.375,6098.561,5476.59,266,0.0,0.361,0.0,0.0,0.0,0.456,5.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.447,-110.3,111.401,-90.098,-90.265,0.083
05:52:14.992,3,joints,pid,0.0,0.0,9.086,9.075,6084.978,6094.091,5514.82,268,0.0,0.37,0.0,0.0,0.0,0.497,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.497,-110.3,111.4,-90.1,-90.304,-0.002
05:52:21.096,4,joints,pid,0.0,0.0,5.794,5.782,6083.088,6088.9,5342.58,260,0.0,0.372,0.0,0.0,0.0,0.388,-5.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.388,-110.3,111.4,-90.101,-90.304,-0.003
05:52:27.200,5,joints,pid,0.0,0.0,5.024,5.009,6085.119,6090.164,5502.85,268,0.0,0.339,0.0,0.0,0.0,0.491,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491,-110.3,111.4,-90.101,-90.302,-0.002
05:52:33.307,6,joints,pid,0.0,0.0,11.645,11.629,6081.933,6093.597,5373.52,260,0.0,0.355,0.0,0.0,0.0,0.451,0.0,-105.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.063,-104.853,111.4,-90.101,-90.3,-0.001
05:52:39.410,7,joints,pid,0.0,0.0,4.196,4.186,6084.928,6089.143,5479.71,267,0.0,0.336,0.0,0.0,0.0,0.503,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,-110.803,111.4,-90.1,-90.3,-0.0
05:52:45.518,8,joints,pid,0.0,0.0,8.109,8.098,6087.71,6095.836,5365.98,262,0.0,0.351,0.0,0.0,0.0,0.384,0.0,-115.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,-115.684,111.4,-90.1,-90.3,-0.0
05:52:51.619,9,joints,pid,0.0,0.0,7.282,7.271,6080.201,6087.501,5507.6,267,0.0,0.346,0.0,0.0,0.0,0.489,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,-109.811,111.4,-90.1,-90.3,0.0
05:52:57.723,10,joints,pid,0.0,0.0,1.774,1.76,6086.898,6088.692,5403.85,263,0.0,0.384,0.0,0.0,0.0,0.449,0.0,-110.3,116.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,-110.363,116.844,-90.1,-90.3,0.0
05:53:03.827,11,joints,pid,0.0,0.0,4.409,4.397,6084.119,6088.546,6064.25,295,0.0,0.367,0.0,0.0,0.0,0.521,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-110.28,110.879,-90.1,-90.3,0.0
05:53:09.931,12,joints,pid,0.0,0.0,4.806,4.796,6082.916,6087.74,5470.22,259,0.0,0.369,0.0,0.0,0.0,0.396,0.0,-110.3,106.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-110.285,106.004,-90.1,-90.3,0.0
05:53:16.037,13,joints,pid,0.0,0.0,5.69,5.679,6083.948,6089.658,5527.98,268,0.0,0.375,0.0,0.0,0.0,0.495,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-110.305,111.895,-90.1,-90.3,0.0
05:53:22.156,14,joints,pid,0.0,0.0,4.689,4.678,6096.179,6100.886,5104.01,248,0.0,0.361,0.0,0.0,0.0,0.46,0.0,-110.3,111.4,-85.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.305,111.341,-84.644,-90.3,0.0
