timestamp,move_id,target_type,controller,ik_solve_ms,fk_verify_ms,cmd_send_ms,ack_rtt_ms,wait_done_ms,total_ms,robot_exec_ms,robot_n_loops,robot_avg_poll_ms,robot_avg_solve_ms,robot_avg_hal_write_ms,robot_avg_sleep_ms,pos_error_mm,joint_error_deg,target_j0,target_j1,target_j2,target_j3,target_j4,target_j5,solved_j0,solved_j1,solved_j2,solved_j3,solved_j4,solved_j5,final_j0,final_j1,final_j2,final_j3,final_j4,final_j5
08:20:22.665,1,joints,pid,0.0,0.0,2.317,2.064,11.037,13.373,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:20:22.682,2,joints,pid,0.0,0.0,0.829,0.819,10.626,11.472,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:20:22.694,3,joints,pid,0.0,0.0,0.817,0.808,10.719,11.552,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:20:22.714,4,joints,pid,0.0,0.0,6.425,6.414,12.713,19.158,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:20:22.727,5,joints,pid,0.0,0.0,1.424,1.412,10.571,12.013,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:20:22.739,6,joints,pid,0.0,0.0,1.284,1.274,10.509,11.809,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:20:22.757,7,joints,pid,0.0,0.0,6.807,6.796,9.176,16.003,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:20:22.771,8,joints,pid,0.0,0.0,3.046,3.027,9.561,12.63,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:20:22.785,9,joints,pid,0.0,0.0,1.791,1.779,10.591,12.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:20:22.797,10,joints,pid,0.0,0.0,2.346,2.336,9.125,11.489,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.3,136.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
