controller,timestamp,loop,q0,q1,q2,q3,q4,q5,qvel0,qvel1,qvel2,qvel3,qvel4,qvel5,target0,target1,target2,target3,target4,target5,cmd_pos0,cmd_pos1,cmd_pos2,cmd_pos3,cmd_pos4,cmd_pos5,cmd_vel0,cmd_vel1,cmd_vel2,cmd_vel3,cmd_vel4,cmd_vel5,u0,u1,u2,u3,u4,u5,hal_vel0,hal_vel1,hal_vel2,hal_vel3,hal_vel4,hal_vel5,hal_torq0,hal_torq1,hal_torq2,hal_torq3,hal_torq4,hal_torq5,err_norm,poll_ms,solve_ms,hal_write_ms,sleep_ms
pid,05:05:59.319,1,-89.978,-90.107,-19.221,-90.003,-0.308,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.978,-90.107,-10.0,-90.003,-0.309,-0.0,-89.978,-90.107,-14.601279,-90.003,-0.30850099999999997,0.0,0.0,0.0,115.493025,0.0,-0.012525000000000012,0.0,0.0,0.0,4.619721,0.0,-0.0005009999999999737,0.0,0.0550792,-0.0137698,0.1239282,0.1032735,-0.0068849,0.0137698,0.008946520146408,0.01144322344308,0.043068131867592,-0.001310744810772,-0.002483516483568,0.0009658119658320001,9.221000054224053,2.868397000383993,0.3201810004611616,0.13488799959304743,17.4567650001336
pid,05:05:59.340,2,-89.978,-90.107,-19.218,-90.003,-0.308,-0.0,0.0,0.0,0.14145732529904304,0.0,0.0,0.0,-89.978,-90.107,-10.0,-90.003,-0.309,-0.0,-89.978,-90.107,-14.590004320625305,-90.003,-0.3085020603904724,0.0,0.0,0.0,109.11064838330785,0.0,-0.011836686662469658,0.0,0.0,0.0,4.6279956793746955,0.0,-0.000502060390472403,0.0,0.0068849,-0.0137698,0.1790074,-0.0275396,0.0137698,-0.034424500000000004,0.008963858363746,0.01170329670315,0.042374603174072,-0.0019661172161580002,-0.0017936507936880002,0.0008795787545970001,9.2180000542417,1.8643509993125917,0.2727940000113449,0.08155399973475141,17.849428000772605
pid,05:05:59.361,3,-89.978,-90.107,-19.215,-90.003,-0.308,-0.0,0.0,0.0,0.14756206023079646,0.0,0.0,0.0,-89.978,-90.107,-10.0,-90.003,-0.309,-0.0,-89.978,-90.107,-14.579137075428008,-90.003,-0.30850307691192624,0.0,0.0,0.0,114.01291401623041,0.0,-0.012372510929730754,0.0,0.0,0.0,4.635862924571992,0.0,-0.0005030769119262479,0.0,-0.0275396,0.0550792,0.1032735,0.0137698,0.0206547,-0.0,0.009206593406478,0.011425885225742,0.041802442001917996,-0.0016556776557120003,-0.0022248168498630004,0.0008278388278560001,9.21500005425936,1.8692399999054032,0.27277499975753017,0.08183200043276884,17.833558000347693
pid,05:05:59.381,4,-89.978,-90.107,-19.212,-90.003,-0.308,-0.0,0.0,0.0,0.14777348209043425,0.0,0.0,0.0,-89.978,-90.107,-10.0,-90.003,-0.309,-0.0,-89.978,-90.107,-14.568286277297974,-90.003,-0.3085040919790268,0.0,0.0,0.0,114.36962443913094,0.0,-0.012415237839107468,0.0,0.0,0.0,4.643713722702026,0.0,-0.0005040919790267884,0.0,-0.0068849,0.0619641,0.1721225,-0.0206547,0.0206547,-0.0275396,0.008946520146408,0.012258119657965999,0.042339926739395996,-0.0017419108669470002,-0.0023282967033450004,0.000362179487187,9.212000054277029,1.8675000001167064,0.2751639995040023,0.08275900017906679,17.83096500003012
pid,05:05:59.401,5,-89.978,-90.107,-19.209,-90.003,-0.308,-0.0,0.0,0.0,0.14861648576187272,0.0,0.0,0.0,-89.978,-90.107,-10.0,-90.003,-0.309,-0.0,-89.978,-90.107,-14.557491548029422,-90.003,-0.30850510128831865,0.0,0.0,0.0,115.21513993724828,0.0,-0.012511063070617843,0.0,0.0,0.0,4.651508451970578,0.0,-0.0005051012883186545,0.0,0.0,0.0,4.6679622,-0.0481943,0.034424500000000004,-0.0137698,0.008911843711731999,0.01447741147723,0.051269108668466,-0.0018626373626760002,-0.00137973137976,0.000362179487187,9.20900005429471,2.015441999901668,0.5418089995146147,0.17944299997907365,17.289599999458005
pid,05:05:59.421,6,-89.978,-90.107,-19.164,-90.004,-0.308,-0.0,0.0,0.0,2.2229460468511695,-0.049398801041375,0.0,0.0,-89.978,-90.107,-10.0,-90.003,-0.309,-0.0,-89.978,-90.107,-14.5257160192647,-90.00349898782969,-0.30850611345863344,0.0,0.0,0.0,114.56283376832302,0.012374700260343869,-0.01250069902363764,0.0,0.0,0.0,4.638283980735302,0.0005010121703179493,-0.0005061134586334393,0.0,-0.0481943,0.0,6.9330943000000005,0.0137698,-0.034424500000000004,-0.0275396,0.008911843711731999,0.011165811965672,0.043050793650254,-0.002052350427393,-0.001293498168525,0.000724358974374,9.164000109122654,1.9665540003188653,0.34214500010421034,0.1330539998889435,17.59861600021395
pid,05:05:59.442,7,-89.978,-90.107,-19.035,-90.004,-0.308,-0.0,0.0,0.0,6.39556992907808,0.0,0.0,0.0,-89.978,-90.107,-10.0,-90.003,-0.309,-0.0,-89.978,-90.107,-14.452104126087665,-90.00349797931909,-0.30850712196922303,0.0,0.0,0.0,113.60554666391252,0.012444606087529871,-0.012571062080378262,0.0,0.0,0.0,4.582895873912335,0.0005020206809120964,-0.0005071219692230344,0.0,-0.0137698,-0.0068849,7.1809507,0.0206547,-0.0206547,0.0068849,0.008582417582309999,0.011425885225742,0.040432722832216,-0.0016556776557120003,-0.002017857142899,0.001569444444477,9.035000110680686,2.0090529997105477,0.37183000040386105,0.2871630003937753,17.36022899967793
pid,05:05:59.462,8,-89.978,-90.107,-18.892,-90.004,-0.308,-0.0,0.0,0.0,7.090500910273116,0.0,0.0,0.0,-89.978,-90.107,-10.0,-90.003,-0.309,-0.0,-89.978,-90.107,-14.371637509933947,-90.00349697092771,-0.3085081303606033,0.0,0.0,0.0,112.06865157544627,0.012471077255054227,-0.012597548197186439,0.0,0.0,0.0,4.520362490066052,0.0005030290722913833,-0.0005081303606033205,0.0,0.0275396,0.0068849,7.4081524000000005,0.0550792,-0.0275396,0.0068849,0.009414652014534,0.011148473748334,0.037537240536769996,-0.0017419108669470002,-0.001293498168525,0.001345238095266,8.892000112460638,1.9944050000049174,0.40766200072539505,0.2432569999655243,17.392579999977897
pid,05:05:59.482,9,-89.978,-90.107,-18.75,-90.003,-0.309,-0.0,0.0,0.0,7.044331310837475,0.04960796697796576,-0.049607966977728936,0.0,-89.978,-90.107,-10.0,-90.003,-0.309,-0.0,-89.978,-90.107,-14.291818361989499,-90.00299697092771,-0.3090081303606033,0.0,0.0,0.0,110.58066373957114,7.513305893659691e-05,-0.000201665330163574,0.0,0.0,0.0,4.458181638010501,3.029072288995849e-06,-8.130360603320064e-06,0.0,0.0137698,0.0,6.7885114,-0.0275396,0.0413094,-0.0,0.00840903540893,0.010316239316109999,0.032439804639397996,-0.001534951159983,-0.00137973137976,0.001052045177067,8.75,3.0964869993113098,0.452199999926961,0.19677599993883632,16.2403889999041
pid,05:05:59.502,10,-89.978,-90.106,-18.598,-90.003,-0.308,-0.0,0.0,0.04960796697796576,7.540410980614842,0.0,0.049607966977728936,0.0,-89.978,-90.107,-10.0,-90.003,-0.309,-0.0,-89.978,-90.10650100790262,-14.207152415243625,-90.00299697092771,-0.30850913826322557,0.0,0.0,-0.01242699174449156,108.91051099441742,7.513305893659691e-05,-0.012628657074595807,0.0,0.0,-0.0005010079026277481,4.390847584756374,3.029072288995849e-06,-0.0005091382632255725,0.0,0.0137698,0.0,6.7885114,-0.0275396,-0.0481943,-0.0206547,0.00840903540893,0.010316239316109999,0.032439804639397996,-0.001534951159983,-0.002104090354134,0.000810592185609,8.598000116306116,2.252810999380017,0.6174380005177227,0.2184430004490423,16.927325999859022
