controller,timestamp,loop,q0,q1,q2,q3,q4,q5,qvel0,qvel1,qvel2,qvel3,qvel4,qvel5,target0,target1,target2,target3,target4,target5,cmd_pos0,cmd_pos1,cmd_pos2,cmd_pos3,cmd_pos4,cmd_pos5,cmd_vel0,cmd_vel1,cmd_vel2,cmd_vel3,cmd_vel4,cmd_vel5,u0,u1,u2,u3,u4,u5,hal_vel0,hal_vel1,hal_vel2,hal_vel3,hal_vel4,hal_vel5,hal_torq0,hal_torq1,hal_torq2,hal_torq3,hal_torq4,hal_torq5,err_norm,poll_ms,pd_solve_ms,hal_write_ms,sleep_ms
pd,00:15:38.622,1,-89.551,-85.826,-23.817,-62.338,16.544,-11.393,0.0,0.0,0.0,0.0,0.0,0.0,-86.213,-75.2457,-25.3216,-80.449,-29.2335,-17.9282,-87.882,-80.53585,-24.5693,-70.338,8.544,-14.6606,0.0,0.0,0.0,0.0,0.0,0.0,1.668999999999997,5.290149999999997,-0.7522999999999982,-7.999999999999993,-8.0,-3.2676,0.0137698,0.0206547,-0.0137698,0.2478564,0.0550792,0.0550792,-0.0034676434676,0.030549938949556,0.032058363857962,-0.004242673992762,0.0018281440781820002,6.8986568988e-05,50.90820640662957,3.6692989997391123,0.5889760000172828,0.33207100022991654,0.0
pd,00:15:38.629,2,-89.551,-85.826,-23.817,-62.338,16.544,-11.393,0.0,0.0,0.0,0.0,0.0,0.0,-86.213,-75.2457,-25.3216,-80.449,-29.2335,-17.9282,-87.882,-80.53585,-24.5693,-70.338,8.544,-14.6606,138.60320310458198,439.3239873599174,-62.47524846948877,-664.3652635330455,-664.3652635330455,-271.3599918900725,1.668999999999997,5.290149999999997,-0.7522999999999982,-7.999999999999993,-8.0,-3.2676,0.0137698,0.0206547,-0.0137698,0.2478564,0.0550792,0.0550792,-0.0034676434676,0.030549938949556,0.032058363857962,-0.004242673992762,0.0018281440781820002,6.8986568988e-05,50.90820640662957,1.959352000085346,0.2372939998167567,0.08666599978823797,0.0
pd,00:15:38.631,3,-89.551,-85.826,-23.817,-62.338,16.544,-11.393,0.0,0.0,0.0,0.0,0.0,0.0,-86.213,-75.2457,-25.3216,-80.449,-29.2335,-17.9282,-87.882,-80.53585,-24.5693,-70.338,8.544,-14.6606,324.96023470429935,1030.0110159502362,-146.47548506173985,-1557.628446755176,-1557.628446755176,-636.2133390771515,1.668999999999997,5.290149999999997,-0.7522999999999982,-7.999999999999993,-8.0,-3.2676,0.0137698,0.0206547,-0.0137698,0.2478564,0.0550792,0.0550792,-0.0034676434676,0.030549938949556,0.032058363857962,-0.004242673992762,0.0018281440781820002,6.8986568988e-05,50.90820640662957,1.9418890001361433,0.26760800028569065,0.13401800015344634,0.0
pd,00:15:38.634,4,-89.551,-85.826,-23.817,-62.338,16.544,-11.393,0.0,0.0,0.0,0.0,0.0,0.0,-86.213,-75.2457,-25.3216,-80.449,-29.2335,-17.9282,-87.882,-80.53585,-24.5693,-70.338,8.544,-14.6606,311.234811310689,986.5061935621549,-140.2887648586164,-1491.8385203627956,-1491.8385203627956,-609.3414436421839,1.668999999999997,5.290149999999997,-0.7522999999999982,-7.999999999999993,-8.0,-3.2676,0.0137698,0.0206547,-0.0137698,0.2478564,0.0550792,0.0550792,-0.0034676434676,0.030549938949556,0.032058363857962,-0.004242673992762,0.0018281440781820002,6.8986568988e-05,50.90820640662957,2.0848689996455505,0.45321800007513957,0.1270359998670756,0.0
pd,00:15:38.637,5,-89.551,-85.826,-23.817,-62.337,16.545,-11.393,0.0,0.0,0.0,0.35928593455458496,0.3592859345558614,0.0,-86.213,-75.2457,-25.3216,-80.449,-29.2335,-17.9282,-87.882,-80.53585,-24.5693,-70.337,8.545000000000002,-14.6606,299.82411238650064,950.3382433441831,-135.1454042830221,-1437.1437382216893,-1437.1437382216893,-587.001359876649,1.668999999999997,5.290149999999997,-0.7522999999999982,-8.0,-8.0,-3.2676,0.0137698,0.0206547,-0.0137698,0.2478564,0.0550792,0.0550792,-0.0034676434676,0.030549938949556,0.032058363857962,-0.004242673992762,0.0018281440781820002,6.8986568988e-05,50.90946138528672,1.970481999705953,0.26399699981993763,0.1349250001112523,0.0
pd,00:15:38.639,6,-89.551,-85.826,-23.817,-62.337,16.545,-11.393,0.0,0.0,0.0,0.0,0.0,0.0,-86.213,-75.2457,-25.3216,-80.449,-29.2335,-17.9282,-87.882,-80.53585,-24.5693,-70.337,8.545000000000002,-14.6606,335.3594603813364,1062.9729474753276,-151.16292513174284,-1607.4749449075405,-1607.4749449075405,-656.5731412474848,1.668999999999997,5.290149999999997,-0.7522999999999982,-8.0,-8.0,-3.2676,0.0137698,0.0206547,-0.0137698,0.2478564,0.0550792,0.0550792,-0.0034676434676,0.030549938949556,0.032058363857962,-0.004242673992762,0.0018281440781820002,6.8986568988e-05,50.90946138528672,1.9172229999639967,0.2580899999884423,0.12611000011020224,0.0
pd,00:15:38.641,7,-89.551,-85.826,-23.817,-62.337,16.545,-11.393,0.0,0.0,0.0,0.0,0.0,0.0,-86.213,-75.2457,-25.3216,-80.449,-29.2335,-17.9282,-87.882,-80.53585,-24.5693,-70.337,8.545000000000002,-14.6606,344.7741024428692,1092.81409109535,-155.40656516942474,-1652.6020488573681,-1652.6020488573681,-675.0053068557919,1.668999999999997,5.290149999999997,-0.7522999999999982,-8.0,-8.0,-3.2676,0.0137698,0.0206547,-0.0137698,0.2478564,0.0550792,0.0550792,-0.0034676434676,0.030549938949556,0.032058363857962,-0.004242673992762,0.0018281440781820002,6.8986568988e-05,50.90946138528672,2.0874990000265825,1.5550779999102815,0.31381200005853316,0.0
pd,00:15:38.646,8,-89.551,-85.826,-23.817,-62.337,16.545,-11.393,0.0,0.0,0.0,0.0,0.0,0.0,-86.213,-75.2457,-25.3216,-80.449,-29.2335,-17.9282,-87.882,-80.53585,-24.5693,-70.337,8.545000000000002,-14.6606,190.06009383145138,602.4244490008684,-85.6693880104257,-911.01303214596,-911.01303214596,-372.1032729800174,1.668999999999997,5.290149999999997,-0.7522999999999982,-8.0,-8.0,-3.2676,0.06884900000000001,-0.0137698,0.0137698,0.2203168,-0.0068849,-0.034424500000000004,-0.002201953601926,0.030757997557612,0.034086935286508,-0.004294413919503,0.001517704517736,-0.000638125763139,50.90946138528672,3.2211929997174593,0.24560900010328623,0.11640699995041359,0.0
pd,00:15:38.650,9,-89.551,-85.826,-23.817,-62.337,16.545,-11.393,0.0,0.0,0.0,0.0,0.0,0.0,-86.213,-75.2457,-25.3216,-80.449,-29.2335,-17.9282,-87.882,-80.53585,-24.5693,-70.337,8.545000000000002,-14.6606,226.50273008477373,717.9349416165142,-102.09586809033844,-1085.6931340192843,-1085.6931340192843,-443.45136059017665,1.668999999999997,5.290149999999997,-0.7522999999999982,-8.0,-8.0,-3.2676,0.06884900000000001,-0.0137698,0.0137698,0.2203168,-0.0068849,-0.034424500000000004,-0.002201953601926,0.030757997557612,0.034086935286508,-0.004294413919503,0.001517704517736,-0.000638125763139,50.90946138528672,1.7162990002361767,0.16125800038935267,0.26360899983046693,0.0
pd,00:15:38.652,10,-89.551,-85.826,-23.817,-62.337,16.545,-11.393,0.0,0.0,0.0,0.0,0.0,0.0,-86.213,-75.2457,-25.3216,-80.449,-29.2335,-17.9282,-87.882,-80.53585,-24.5693,-70.337,8.545000000000002,-14.6606,375.67314457443473,1190.7533168187178,-169.3342760115917,-1800.7100998175379,-1800.7100998175379,-735.5000402704733,1.668999999999997,5.290149999999997,-0.7522999999999982,-8.0,-8.0,-3.2676,0.06884900000000001,-0.0137698,0.0137698,0.2203168,-0.0068849,-0.034424500000000004,-0.002201953601926,0.030757997557612,0.034086935286508,-0.004294413919503,0.001517704517736,-0.000638125763139,50.90946138528672,2.268775000175083,0.3484779999780585,0.10999899996022577,0.0
