timestamp,move_id,target_type,controller,ik_solve_ms,fk_verify_ms,cmd_send_ms,ack_rtt_ms,wait_done_ms,total_ms,robot_exec_ms,robot_n_loops,robot_avg_poll_ms,robot_avg_solve_ms,robot_avg_hal_write_ms,robot_avg_sleep_ms,pos_error_mm,joint_error_deg,target_j0,target_j1,target_j2,target_j3,target_j4,target_j5,solved_j0,solved_j1,solved_j2,solved_j3,solved_j4,solved_j5,final_j0,final_j1,final_j2,final_j3,final_j4,final_j5
05:40:23.754,1,joints,pid,0.0,0.0,4.066,4.057,5071.455,5075.541,4662.22,225,0.0,0.401,0.0,0.0,0.0,0.121,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.299,111.4,-90.1,-90.311,-0.121
05:40:29.870,2,joints,pid,0.0,0.0,7.636,7.625,6097.778,6105.432,6077.23,294,0.0,0.366,0.0,0.0,0.0,1.921,20.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.921,-110.3,111.4,-90.1,-90.308,0.01
05:40:35.982,3,joints,pid,0.0,0.0,1.28,1.271,6089.864,6091.161,6072.99,295,0.0,0.354,0.0,0.0,0.0,2.184,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.184,-110.299,111.4,-90.1,-90.3,0.006
05:40:42.110,4,joints,pid,0.0,0.0,12.189,12.177,6097.041,6109.248,6086.69,295,0.0,0.376,0.0,0.0,0.0,1.658,-20.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.658,-110.3,111.4,-90.1,-90.299,0.0
05:40:48.226,5,joints,pid,0.0,0.0,15.392,15.378,6081.629,6097.16,6066.39,295,0.0,0.366,0.0,0.0,0.0,2.155,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.155,-110.299,111.4,-90.1,-90.299,-0.0
05:40:54.329,6,joints,pid,0.0,0.0,6.644,6.631,6081.466,6088.129,6059.24,295,0.0,0.362,0.0,0.0,0.0,1.941,0.0,-90.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.212,-88.371,111.4,-90.101,-90.299,-0.0
05:41:00.438,7,joints,pid,0.0,0.0,5.166,5.154,6086.914,6092.098,6063.91,295,0.0,0.353,0.0,0.0,0.0,2.19,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,-112.49,111.4,-90.1,-90.3,-0.0
05:41:06.548,8,joints,pid,0.0,0.0,4.09,4.078,6087.27,6091.406,6075.67,295,0.0,0.362,0.0,0.0,0.0,1.665,0.0,-130.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-131.965,111.4,-90.1,-90.3,-0.0
05:41:12.660,9,joints,pid,0.0,0.0,7.617,7.604,6088.165,6095.856,6069.66,295,0.0,0.389,0.0,0.0,0.0,2.149,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009,-108.151,111.4,-90.1,-90.3,-0.0
05:41:18.767,10,joints,pid,0.0,0.0,4.496,4.486,6088.716,6093.234,6063.34,295,0.0,0.365,0.0,0.0,0.0,1.93,0.0,-110.3,131.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-110.512,133.318,-90.101,-90.3,-0.0
