controller,timestamp,loop,q0,q1,q2,q3,q4,q5,qvel0,qvel1,qvel2,qvel3,qvel4,qvel5,target0,target1,target2,target3,target4,target5,cmd_pos0,cmd_pos1,cmd_pos2,cmd_pos3,cmd_pos4,cmd_pos5,cmd_vel0,cmd_vel1,cmd_vel2,cmd_vel3,cmd_vel4,cmd_vel5,u0,u1,u2,u3,u4,u5,hal_vel0,hal_vel1,hal_vel2,hal_vel3,hal_vel4,hal_vel5,hal_torq0,hal_torq1,hal_torq2,hal_torq3,hal_torq4,hal_torq5,err_norm,poll_ms,pd_solve_ms,hal_write_ms,sleep_ms
pd,00:12:14.486,1,-90.0,-90.0,0.0,-87.305,-30.001,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.0,0.0,-87.306,-20.0,-0.084,-90.0,-90.0,0.0,-87.3055,-25.000500000000002,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004999999999881766,5.000499999999999,-0.0040000000000000036,-0.0481943,0.0206547,-0.0137698,0.0275396,0.0275396,-0.0137698,-0.002739438339404,0.001404395604378,0.000329426129422,0.001362484737513,0.000258699633705,0.000362179487187,10.001003249674506,3.080453000166017,0.24868300033631385,0.13138800022716168,0.0
pd,00:12:14.490,2,-90.0,-90.0,0.0,-87.305,-30.001,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.0,0.0,-87.306,-20.0,-0.084,-90.0,-90.0,0.0,-87.3055,-25.000500000000002,-0.08,0.0,0.0,0.0,-0.06505621044733252,650.627160689912,-0.5204496835835716,0.0,0.0,0.0,-0.0004999999999881766,5.000499999999999,-0.0040000000000000036,-0.0481943,0.0206547,-0.0137698,0.0275396,0.0275396,-0.0137698,-0.002739438339404,0.001404395604378,0.000329426129422,0.001362484737513,0.000258699633705,0.000362179487187,10.001003249674506,2.3699769999439013,0.3245150001021102,0.13516600029106485,0.0
pd,00:12:14.494,3,-90.0,-90.0,0.0,-87.305,-30.001,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.0,0.0,-87.306,-20.0,-0.084,-90.0,-90.0,0.0,-87.3055,-25.000500000000002,-0.08,0.0,0.0,0.0,-0.06257540132422902,625.8165886495196,-0.5006032105985563,0.0,0.0,0.0,-0.0004999999999881766,5.000499999999999,-0.0040000000000000036,-0.0481943,0.0206547,-0.0137698,0.0275396,0.0275396,-0.0137698,-0.002739438339404,0.001404395604378,0.000329426129422,0.001362484737513,0.000258699633705,0.000362179487187,10.001003249674506,2.8403070000422304,0.25860899995677755,0.23694199990131892,0.0
pd,00:12:14.499,4,-90.0,-90.0,0.0,-87.306,-30.001,-0.076,0.0,0.0,0.0,-0.2217917614066111,0.0,0.0,-90.0,-90.0,0.0,-87.306,-20.0,-0.084,-90.0,-90.0,0.0,-87.28382082385933,-25.000500000000002,-0.08,0.0,0.0,0.0,2.459579271415564,554.5348514621121,-0.44358352281740826,0.0,0.0,0.0,0.022179176140667778,5.000499999999999,-0.0040000000000000036,-0.0481943,0.0206547,-0.0137698,0.0275396,0.0275396,-0.0137698,-0.002739438339404,0.001404395604378,0.000329426129422,0.001362484737513,0.000258699633705,0.000362179487187,10.001003199679522,2.056720999917161,0.2369049998378614,0.08873999968272983,0.0
pd,00:12:14.501,5,-90.0,-90.0,0.0,-87.306,-30.001,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.0,0.0,-87.306,-20.0,-0.084,-90.0,-90.0,0.0,-87.306,-25.000500000000002,-0.08,0.0,0.0,0.0,0.0,1006.314996257557,-0.8049714998560606,0.0,0.0,0.0,0.0,5.000499999999999,-0.0040000000000000036,-0.0481943,0.0206547,-0.0137698,0.0275396,0.0275396,-0.0137698,-0.002739438339404,0.001404395604378,0.000329426129422,0.001362484737513,0.000258699633705,0.000362179487187,10.001003199679522,2.2168119999150804,0.5489389996000682,1.229172999956063,0.0
pd,00:12:14.505,6,-90.0,-90.0,0.0,-87.306,-30.001,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.0,0.0,-87.306,-20.0,-0.084,-90.0,-90.0,0.0,-87.306,-25.000500000000002,-0.08,0.0,0.0,0.0,0.0,587.1015886238944,-0.46963430746836904,0.0,0.0,0.0,0.0,5.000499999999999,-0.0040000000000000036,0.0619641,-0.0068849,-0.0,0.0206547,-0.0206547,-0.0,-0.003224908424868,0.0020285714285459997,0.001439072039054,0.002052350427393,0.001172771672796,0.001241758241784,10.001003199679522,3.112101000169787,0.3181269999004144,0.13327700025911327,0.0
pd,00:12:14.509,7,-90.0,-90.0,0.0,-87.306,-30.001,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.0,0.0,-87.306,-20.0,-0.084,-90.0,-90.0,0.0,-87.306,-25.000500000000002,-0.08,0.0,0.0,0.0,0.0,679.8138581615456,-0.543796706858551,0.0,0.0,0.0,0.0,5.000499999999999,-0.0040000000000000036,0.0619641,-0.0068849,-0.0,0.0206547,-0.0206547,-0.0,-0.003224908424868,0.0020285714285459997,0.001439072039054,0.002052350427393,0.001172771672796,0.001241758241784,10.001003199679522,1.8893529995693825,0.32442300016555237,0.13259099978313316,0.0
pd,00:12:14.511,8,-90.0,-90.0,0.0,-87.306,-30.001,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.0,0.0,-87.306,-20.0,-0.084,-90.0,-90.0,0.0,-87.306,-25.000500000000002,-0.08,0.0,0.0,0.0,0.0,1015.3765081332302,-0.8122199845081339,0.0,0.0,0.0,0.0,5.000499999999999,-0.0040000000000000036,0.0619641,-0.0068849,-0.0,0.0206547,-0.0206547,-0.0,-0.003224908424868,0.0020285714285459997,0.001439072039054,0.002052350427393,0.001172771672796,0.001241758241784,10.001003199679522,1.9166120000591036,0.22925699977349723,0.10727700009738328,0.0
pd,00:12:14.514,9,-90.0,-90.0,0.0,-87.306,-30.001,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.0,0.0,-87.306,-20.0,-0.084,-90.0,-90.0,0.0,-87.306,-25.000500000000002,-0.08,0.0,0.0,0.0,0.0,1064.9749747131107,-0.8518947902914601,0.0,0.0,0.0,0.0,5.000499999999999,-0.0040000000000000036,0.0619641,-0.0068849,-0.0,0.0206547,-0.0206547,-0.0,-0.003224908424868,0.0020285714285459997,0.001439072039054,0.002052350427393,0.001172771672796,0.001241758241784,10.001003199679522,1.8132430000150634,0.24101600001813495,0.11531400014064275,0.0
pd,00:12:14.516,10,-90.0,-90.0,0.0,-87.306,-30.001,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.0,0.0,-87.306,-20.0,-0.084,-90.0,-90.0,0.0,-87.306,-25.000500000000002,-0.08,0.0,0.0,0.0,0.0,1100.053348998217,-0.8799546837302011,0.0,0.0,0.0,0.0,5.000499999999999,-0.0040000000000000036,0.0619641,-0.0068849,-0.0,0.0206547,-0.0206547,-0.0,-0.003224908424868,0.0020285714285459997,0.001439072039054,0.002052350427393,0.001172771672796,0.001241758241784,10.001003199679522,1.8363710000812716,0.22794200003772858,0.108870000076422,0.0
