timestamp,move_id,target_type,controller,ik_solve_ms,fk_verify_ms,cmd_send_ms,ack_rtt_ms,wait_done_ms,total_ms,robot_exec_ms,robot_n_loops,robot_avg_poll_ms,robot_avg_solve_ms,robot_avg_hal_write_ms,robot_avg_sleep_ms,pos_error_mm,joint_error_deg,target_j0,target_j1,target_j2,target_j3,target_j4,target_j5,solved_j0,solved_j1,solved_j2,solved_j3,solved_j4,solved_j5,final_j0,final_j1,final_j2,final_j3,final_j4,final_j5
09:16:13.456,1,joints,pid,0.0,0.0,1.18,1.169,18.544,19.751,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09:16:13.500,2,smooth_quintic,pid,0.0,0.0,16.736,16.723,17.914,37.157,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09:16:13.519,3,smooth_quintic,pid,0.0,0.0,4.872,4.855,9.643,14.657,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09:16:13.546,4,smooth_quintic,pid,0.0,0.0,14.23,14.219,10.331,24.674,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09:16:13.561,5,smooth_quintic,pid,0.0,0.0,3.972,3.959,9.629,13.918,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09:16:13.581,6,smooth_quintic,pid,0.0,0.0,6.188,6.175,9.431,16.414,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09:16:13.601,7,smooth_quintic,pid,0.0,0.0,6.407,6.394,10.286,16.83,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09:16:13.631,8,smooth_quintic,pid,0.0,0.0,16.739,16.726,10.109,26.998,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09:16:13.648,9,smooth_quintic,pid,0.0,0.0,3.424,3.41,10.738,14.291,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09:16:13.676,10,smooth_quintic,pid,0.0,0.0,14.794,14.781,10.093,25.138,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.3,131.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
