controller,timestamp,loop,q0,q1,q2,q3,q4,q5,qvel0,qvel1,qvel2,qvel3,qvel4,qvel5,target0,target1,target2,target3,target4,target5,cmd_pos0,cmd_pos1,cmd_pos2,cmd_pos3,cmd_pos4,cmd_pos5,cmd_vel0,cmd_vel1,cmd_vel2,cmd_vel3,cmd_vel4,cmd_vel5,u0,u1,u2,u3,u4,u5,hal_vel0,hal_vel1,hal_vel2,hal_vel3,hal_vel4,hal_vel5,hal_torq0,hal_torq1,hal_torq2,hal_torq3,hal_torq4,hal_torq5,err_norm,poll_ms,pd_solve_ms,hal_write_ms,sleep_ms
pd,00:07:33.960,1,-90.0,-90.007,-50.005,-90.016,0.096,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.007,-40.0,-89.964,0.09,-0.004,-90.0,-90.007,-45.0025,-89.99000000000001,0.093,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.002500000000005,0.02599999999999625,-0.0030000000000000027,0.0,-0.0068849,-0.0068849,0.0206547,-0.1170433,0.034424500000000004,-0.0,-0.002739438339404,0.014165323565146,0.005530891330822,-0.0016729242979590003,-0.0008278388278560001,0.001086538461561,10.005136930597203,2.179257000079815,0.29314599987628753,0.10777700026665116,0.0
pd,00:07:33.963,2,-90.0,-90.007,-50.005,-90.016,0.096,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.007,-40.0,-89.964,0.09,-0.004,-90.0,-90.007,-45.0025,-89.99000000000001,0.093,-0.004,0.0,0.0,866.452170465808,4.5032996366044795,-0.5196114965312195,0.0,0.0,0.0,5.002500000000005,0.02599999999999625,-0.0030000000000000027,0.0,-0.0137698,0.034424500000000004,0.0068849,-0.0963886,-0.0275396,0.0275396,-0.002375335775306,0.013905250305076,0.003103540903502,-0.0017591575091940002,-0.001138278388302,0.001224511599537,10.005136930597203,2.156571999876178,0.2802010003506439,0.13025799989918596,0.0
pd,00:07:33.967,3,-90.0,-90.007,-50.005,-90.016,0.096,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.007,-40.0,-89.964,0.09,-0.004,-90.0,-90.007,-45.0025,-89.99000000000001,0.093,-0.004,0.0,0.0,636.2425180423314,3.3068076899755616,-0.38155473345866975,0.0,0.0,0.0,5.002500000000005,0.02599999999999625,-0.0030000000000000027,0.0,-0.0137698,0.034424500000000004,0.0068849,-0.0963886,-0.0275396,0.0275396,-0.002375335775306,0.013905250305076,0.003103540903502,-0.0017591575091940002,-0.001138278388302,0.001224511599537,10.005136930597203,3.0371190000550996,0.2464600001985673,0.11835100031021284,0.0
pd,00:07:33.972,4,-90.0,-90.007,-50.005,-90.016,0.096,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.007,-40.0,-89.964,0.09,-0.004,-90.0,-90.007,-45.0025,-89.99000000000001,0.093,-0.004,0.0,0.0,520.8003812549643,2.706808578237045,-0.31232406671961904,0.0,0.0,0.0,5.002500000000005,0.02599999999999625,-0.0030000000000000027,0.0,-0.0137698,0.034424500000000004,0.0068849,-0.0963886,-0.0275396,0.0275396,-0.002375335775306,0.013905250305076,0.003103540903502,-0.0017591575091940002,-0.001138278388302,0.001224511599537,10.005136930597203,3.9980360002118687,0.253496999903291,0.13838799986842787,0.0
pd,00:07:33.976,5,-90.0,-90.007,-50.005,-90.017,0.096,-0.004,0.0,0.0,0.0,-0.22194433273152833,0.0,0.0,-90.0,-90.007,-40.0,-89.964,0.09,-0.004,-90.0,-90.007,-45.0025,-89.96830556672684,0.093,-0.004,0.0,0.0,555.1382622499736,5.403726750325757,-0.3329164991004342,0.0,0.0,0.0,5.002500000000005,0.04869443327315537,-0.0030000000000000027,0.0,-0.0137698,0.034424500000000004,0.0068849,-0.0963886,-0.0275396,0.0275396,-0.002375335775306,0.013905250305076,0.003103540903502,-0.0017591575091940002,-0.001138278388302,0.001224511599537,10.005142177900323,3.5201700002289726,0.27938600032939576,0.12594300005730474,0.0
pd,00:07:33.980,6,-90.0,-90.007,-50.005,-90.017,0.096,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.007,-40.0,-89.964,0.09,-0.004,-90.0,-90.007,-45.0025,-89.9905,0.093,-0.004,0.0,0.0,617.2630548364323,3.2698592610024204,-0.3701727465285953,0.0,0.0,0.0,5.002500000000005,0.026499999999998636,-0.0030000000000000027,0.0,-0.0137698,0.034424500000000004,0.0068849,-0.0963886,-0.0275396,0.0275396,-0.002375335775306,0.013905250305076,0.003103540903502,-0.0017591575091940002,-0.001138278388302,0.001224511599537,10.005142177900323,1.948925999840867,0.24720200008232496,0.1139070000135689,0.0
pd,00:07:33.983,7,-90.0,-90.007,-50.005,-90.017,0.096,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.007,-40.0,-89.964,0.09,-0.004,-90.0,-90.007,-45.0025,-89.9905,0.093,-0.004,0.0,0.0,1037.275349021159,5.494811943839939,-0.6220541823215351,0.0,0.0,0.0,5.002500000000005,0.026499999999998636,-0.0030000000000000027,0.0,0.0413094,-0.0275396,-0.0,-0.0757339,0.0206547,0.0068849,-0.002323321123292,0.013853235653061999,0.00329426129422,-0.001121031746055,-0.001327991453019,0.001586691086724,10.005142177900323,5.228633999649901,0.45501499971578596,0.12559100014186697,0.0
pd,00:07:33.989,8,-90.0,-90.007,-50.005,-90.017,0.096,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.007,-40.0,-89.964,0.09,-0.004,-90.0,-90.007,-45.0025,-89.9905,0.093,-0.004,0.0,0.0,419.690478057367,2.2232479097490554,-0.2516884426131138,0.0,0.0,0.0,5.002500000000005,0.026499999999998636,-0.0030000000000000027,0.0,0.0413094,-0.0275396,-0.0,-0.0757339,0.0206547,0.0068849,-0.002323321123292,0.013853235653061999,0.00329426129422,-0.001121031746055,-0.001327991453019,0.001586691086724,10.005142177900323,2.0769049997397815,0.26036799999928917,0.17127700039054616,0.0
pd,00:07:33.991,9,-90.0,-90.007,-50.005,-90.017,0.096,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.007,-40.0,-89.964,0.09,-0.004,-90.0,-90.007,-45.0025,-89.9905,0.093,-0.004,0.0,0.0,955.2037585359194,5.060049895292464,-0.5728358372029505,0.0,0.0,0.0,5.002500000000005,0.026499999999998636,-0.0030000000000000027,0.0,0.0413094,-0.0275396,-0.0,-0.0757339,0.0206547,0.0068849,-0.002323321123292,0.013853235653061999,0.00329426129422,-0.001121031746055,-0.001327991453019,0.001586691086724,10.005142177900323,2.144535000297765,0.2542380002523714,0.12605500023710192,0.0
pd,00:07:33.994,10,-90.0,-90.007,-50.005,-90.017,0.096,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-90.007,-40.0,-89.964,0.09,-0.004,-90.0,-90.007,-45.0025,-89.9905,0.093,-0.004,0.0,0.0,949.8418180172026,5.031645812584621,-0.5696202806699869,0.0,0.0,0.0,5.002500000000005,0.026499999999998636,-0.0030000000000000027,0.0,0.0413094,-0.0275396,-0.0,-0.0757339,0.0206547,0.0068849,-0.002323321123292,0.013853235653061999,0.00329426129422,-0.001121031746055,-0.001327991453019,0.001586691086724,10.005142177900323,1.747501999943779,0.14733200032424065,0.061129000187065685,0.0
