timestamp,move_id,target_type,controller,ik_solve_ms,fk_verify_ms,cmd_send_ms,ack_rtt_ms,wait_done_ms,total_ms,robot_exec_ms,robot_n_loops,robot_avg_poll_ms,robot_avg_solve_ms,robot_avg_hal_write_ms,robot_avg_sleep_ms,pos_error_mm,joint_error_deg,target_j0,target_j1,target_j2,target_j3,target_j4,target_j5,solved_j0,solved_j1,solved_j2,solved_j3,solved_j4,solved_j5,final_j0,final_j1,final_j2,final_j3,final_j4,final_j5
05:37:20.360,1,joints,pid,0.0,0.0,4.212,4.202,6081.501,6085.734,6083.06,296,0.0,0.381,0.0,0.0,0.0,102.865,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.454,-111.006,14.123,-91.304,-70.206,-3.572
05:37:26.473,2,joints,pid,0.0,0.0,6.21,6.2,6081.588,6087.817,6076.4,296,0.0,0.373,0.0,0.0,0.0,25.264,10.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.997,-110.208,86.516,-89.959,-92.014,0.341
05:37:32.583,3,joints,pid,0.0,0.0,5.581,5.57,6087.936,6093.536,6076.45,295,0.0,0.405,0.0,0.0,0.0,2.7,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.29,-110.323,113.766,-90.13,-90.134,-0.039
05:37:38.689,4,joints,pid,0.0,0.0,2.183,2.171,6083.945,6086.149,6072.39,295,0.0,0.377,0.0,0.0,0.0,0.837,-10.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.802,-110.313,111.164,-90.093,-90.345,0.002
05:37:44.807,5,joints,pid,0.0,0.0,1.475,1.463,6092.069,6093.564,6083.75,295,0.0,0.353,0.0,0.0,0.0,1.003,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.002,-110.294,111.44,-90.096,-90.296,0.001
05:37:50.924,6,joints,pid,0.0,0.0,4.796,4.786,6089.54,6094.353,6068.04,295,0.0,0.366,0.0,0.0,0.0,0.923,0.0,-100.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.109,-99.383,111.392,-90.1,-90.295,0.0
05:37:58.054,7,joints,pid,0.0,0.0,8.704,8.692,7102.476,7111.199,6100.96,295,0.0,0.346,0.0,0.0,0.0,1.013,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,-111.313,111.39,-90.101,-90.298,0.0
05:38:04.162,8,joints,pid,0.0,0.0,3.577,3.566,6083.072,6086.669,6080.91,294,0.0,0.37,0.0,0.0,0.0,0.829,0.0,-120.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-121.129,111.397,-90.1,-90.301,0.0
05:38:10.280,9,joints,pid,0.0,0.0,12.613,12.598,6084.47,6097.109,6079.9,295,0.0,0.37,0.0,0.0,0.0,0.997,0.0,-110.3,111.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007,-109.303,111.401,-90.101,-90.3,0.0
05:38:16.394,10,joints,pid,0.0,0.0,12.406,12.395,6082.012,6094.436,6063.59,295,0.0,0.354,0.0,0.0,0.0,0.924,0.0,-110.3,121.4,-90.1,-90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,-110.409,122.318,-90.101,-90.3,0.0
